accession,tax_id,organism_name,common_name,fasta_url_download
GCF_943737965.1,109678,Phodopus roborovskii,desert hamster,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_943737965.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Phodopusroborovskii.zip"
GCA_024711535.1,94247,Dipodomys merriami,Merriam's kangaroo rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_024711535.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Dipodomysmerriami.zip"
GCF_005190385.1,40151,Monodon monoceros,narwhal,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_005190385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Monodonmonoceros.zip"
GCF_003676075.3,93162,Marmota flaviventris,yellow-bellied marmot,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003676075.3/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Marmotaflaviventris.zip"
GCF_000952055.2,37293,Aotus nancymaae,Ma's night monkey,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000952055.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Aotusnancymaae.zip"
GCF_000955945.1,9531,Cercocebus atys,sooty mangabey,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000955945.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cercocebusatys.zip"
GCA_004026525.1,9433,Miniopterus schreibersii,Schreibers' long-fingered bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004026525.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Miniopterusschreibersii.zip"
GCF_907164565.1,48139,Psammomys obesus,fat sand rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_907164565.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Psammomysobesus.zip"
GCA_004026605.1,10060,Ondatra zibethicus,muskrat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004026605.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Ondatrazibethicus.zip"
GCA_004216515.1,9622,Lycaon pictus,African hunting dog,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004216515.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Lycaonpictus.zip"
GCF_000696695.1,9798,Equus przewalskii,Przewalski's horse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000696695.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Equusprzewalskii.zip"
GCA_027943515.1,73109,Tokudaia osimensis,Amami-oshima island spiny rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_027943515.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Tokudaiaosimensis.zip"
GCA_030674055.1,121573,Rhabdomys pumilio,four-striped grass mouse,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030674055.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Rhabdomyspumilio.zip"
GCF_001890085.2,186990,Hipposideros armiger,great roundleaf bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001890085.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hipposiderosarmiger.zip"
GCF_000164805.1,1868482,Carlito syrichta,Philippine tarsier,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000164805.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Carlitosyrichta.zip"
GCF_000243295.1,127582,Trichechus manatus latirostris,Florida manatee,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000243295.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Trichechusmanatuslatirostris.zip"
GCF_001698545.2,61621,Rhinopithecus bieti,black snub-nosed monkey,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001698545.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Rhinopithecusbieti.zip"
GCA_000152225.2,9813,Procavia capensis,Cape rock hyrax,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000152225.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Procaviacapensis.zip"
GCA_007455615.1,47230,Microtus arvalis,Common vole,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_007455615.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Microtusarvalis.zip"
GCA_004024705.2,68415,Moschus moschiferus,Siberian musk deer,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004024705.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Moschusmoschiferus.zip"
GCF_000181295.1,30611,Otolemur garnettii,small-eared galago,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000181295.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Otolemurgarnettii.zip"
GCA_004025085.1,10169,Thryonomys swinderianus,Greater cane rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004025085.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Thryonomysswinderianus.zip"
GCA_019593525.1,59515,Addax nasomaculatus,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_019593525.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Addaxnasomaculatus.zip"
GCA_004329385.1,9773,Megaptera novaeangliae,humpback whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004329385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Megapteranovaeangliae.zip"
GCA_005458795.1,93167,Marmota vancouverensis,Vancouver Island marmot,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_005458795.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Marmotavancouverensis.zip"
GCA_011754075.1,48723,Pontoporia blainvillei,franciscana,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_011754075.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pontoporiablainvillei.zip"
GCA_017311385.1,118798,Platanista gangetica,Ganges River dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_017311385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Platanistagangetica.zip"
GCF_021234165.1,1884717,Pteronotus parnellii mesoamericanus,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_021234165.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pteronotusparnelliimesoamericanus.zip"
GCF_002288905.1,391180,Enhydra lutris kenyoni,northern sea otter,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002288905.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Enhydralutriskenyoni.zip"
GCF_000321225.1,9708,Odobenus rosmarus divergens,Pacific walrus,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000321225.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Odobenusrosmarusdivergens.zip"
GCA_028583685.1,3040969,Petaurus breviceps papuanus,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028583685.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Petaurusbrevicepspapuanus.zip"
GCA_025583905.1,360967,Ia io,Great evening bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_025583905.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Iaio.zip"
GCF_018167655.1,111838,Microtus oregoni,creeping vole,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018167655.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Microtusoregoni.zip"
GCA_028538775.1,159337,Myotis yumanensis,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_028538775.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Myotisyumanensis.zip"
GCA_023748175.1,593543,Hoolock leuconedys,eastern hoolock gibbon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023748175.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hoolockleuconedys.zip"
GCF_014108415.1,27622,Molossus molossus,Pallas's mastiff bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014108415.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Molossusmolossus.zip"
GCA_026230045.1,124745,Corynorhinus townsendii,Townsend's big-eared bat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_026230045.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Corynorhinustownsendii.zip"
GCA_023783455.1,9538,Erythrocebus patas,red guenon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023783455.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Erythrocebuspatas.zip"
GCA_023783575.1,9514,Cebus albifrons,white-fronted capuchin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023783575.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cebusalbifrons.zip"
GCF_009764315.1,54180,Trachypithecus francoisi,Francois's langur,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009764315.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Trachypithecusfrancoisi.zip"
GCF_014108245.1,59472,Pipistrellus kuhlii,Kuhl's pipistrelle,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014108245.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pipistrelluskuhlii.zip"
GCF_019054845.1,105255,Dipodomys spectabilis,banner-tailed kangaroo rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019054845.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Dipodomysspectabilis.zip"
GCA_027257055.1,9477,Cephalopachus bancanus,Horsfield's tarsier,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_027257055.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cephalopachusbancanus.zip"
GCF_016699345.2,39432,Saimiri boliviensis boliviensis,Bolivian squirrel monkey,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016699345.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Saimiriboliviensisboliviensis.zip"
GCA_902825105.1,9970,Syncerus caffer,African buffalo,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_902825105.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Synceruscaffer.zip"
GCA_021653895.1,10112,Mastomys natalensis,African soft-furred rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_021653895.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mastomysnatalensis.zip"
GCA_021462335.1,37176,Ovibos moschatus,muskox,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_021462335.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Ovibosmoschatus.zip"
GCA_900642305.1,37190,Arctocephalus gazella,antarctic fur seal,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900642305.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Arctocephalusgazella.zip"
GCF_006547405.1,9731,Globicephala melas,long-finned pilot whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006547405.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Globicephalamelas.zip"
GCF_003009895.1,95912,Hyaena hyaena,striped hyena,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003009895.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hyaenahyaena.zip"
GCF_004348235.1,9720,Phoca vitulina,harbor seal,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004348235.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Phocavitulina.zip"
GCF_009828535.3,81572,Hylobates moloch,silvery gibbon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009828535.3/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hylobatesmoloch.zip"
GCF_003676395.1,90247,Lagenorhynchus obliquidens,Pacific white-sided dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003676395.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Lagenorhynchusobliquidens.zip"
GCA_004363575.1,79805,Solenodon paradoxus,Hispaniolan solenodon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004363575.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Solenodonparadoxus.zip"
GCA_007570785.1,9891,Antilocapra americana,pronghorn,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_007570785.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Antilocapraamericana.zip"
GCF_011800145.1,9715,Mirounga leonina,Southern elephant seal,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011800145.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Miroungaleonina.zip"
GCA_003798545.1,57737,Axis porcinus,Hog deer,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003798545.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Axisporcinus.zip"
GCA_004025025.1,9801,Tapirus terrestris,Brazilian tapir,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004025025.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Tapirusterrestris.zip"
GCA_004027455.1,10149,Hydrochoerus hydrochaeris,capybara,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004027455.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hydrochoerushydrochaeris.zip"
GCA_023338255.1,9770,Balaenoptera physalus,Fin whale,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023338255.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Balaenopteraphysalus.zip"
GCA_007760645.1,103600,Sousa chinensis,Indo-pacific humpbacked dolphin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_007760645.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Sousachinensis.zip"
GCA_029783875.1,358128,Phataginus tricuspis,Tree pangolin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_029783875.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Phataginustricuspis.zip"
GCA_005280165.1,93163,Marmota himalayana,Himalayan marmot,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_005280165.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Marmotahimalayana.zip"
GCA_008692635.1,9678,Crocuta crocuta,spotted hyena,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_008692635.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Crocutacrocuta.zip"
GCA_004363495.1,9742,Phocoena phocoena,harbor porpoise,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004363495.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Phocoenaphocoena.zip"
GCA_004027575.1,10085,Cricetomys gambianus,Gambian giant pouched rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004027575.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cricetomysgambianus.zip"
GCA_012922965.1,48560,Capreolus pygargus,Eastern roe deer,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_012922965.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Capreoluspygargus.zip"
GCA_004024965.2,9849,Tragulus javanicus,Java mouse-deer,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004024965.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Tragulusjavanicus.zip"
GCA_021188215.1,9540,Macaca arctoides,stump-tailed macaque,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_021188215.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Macacaarctoides.zip"
GCA_004026885.1,9413,Megaderma lyra,Indian false vampire,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004026885.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Megadermalyra.zip"
GCA_012583365.1,36722,Martes zibellina,sable,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_012583365.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Marteszibellina.zip"
GCF_000276665.1,34839,Chinchilla lanigera,long-tailed chinchilla,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000276665.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Chinchillalanigera.zip"
GCA_007922755.1,10023,Pedetes capensis,springhare,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_007922755.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pedetescapensis.zip"
GCF_001604975.1,2715852,Cebus imitator,Panamanian white-faced capuchin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001604975.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cebusimitator.zip"
GCA_023553655.1,55782,Myrmecobius fasciatus,numbat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_023553655.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Myrmecobiusfasciatus.zip"
GCA_004027165.1,43321,Ctenomys sociabilis,social tuco-tuco,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004027165.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Ctenomyssociabilis.zip"
GCA_008086735.1,9460,Cheirogaleus medius,Lesser dwarf lemur,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_008086735.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cheirogaleusmedius.zip"
GCA_021018665.1,43332,Elaphurus davidianus,Pere David's deer,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_021018665.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Elaphurusdavidianus.zip"
GCF_000951045.1,9568,Mandrillus leucophaeus,drill,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000951045.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Mandrillusleucophaeus.zip"
GCA_004024685.1,323379,Dipodomys stephensi,Stephens's kangaroo rat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_004024685.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Dipodomysstephensi.zip"
GCA_016801275.1,143286,Hystrix brachyura,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016801275.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hystrixbrachyura.zip"
GCF_000956105.1,379532,Propithecus coquereli,Coquerel's sifaka,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000956105.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Propithecuscoquereli.zip"
